time,close,high,low,open,time,volume
2018-01-01T19:30:00Z,13240.37,13290.65,13155.09,13210.0,2018-01-01T19:30:00Z,137.434872
2018-01-01T20:00:00Z,13380.0,13455.0,13222.03,13222.03,2018-01-01T20:00:00Z,232.084446
2018-01-01T20:30:00Z,13399.24,13472.0,13360.0,13382.37,2018-01-01T20:30:00Z,179.94242200000002
2018-01-01T21:00:00Z,13516.78,13551.99,13380.82,13399.23,2018-01-01T21:00:00Z,182.25637800000004
2018-01-01T21:30:00Z,13481.01,13580.67,13475.0,13511.03,2018-01-01T21:30:00Z,144.66675699999996
2018-01-01T22:00:00Z,13537.09,13599.7,13456.0,13494.99,2018-01-01T22:00:00Z,161.384046
2018-01-01T22:30:00Z,13452.0,13567.71,13450.96,13538.4,2018-01-01T22:30:00Z,141.91733900000003
2018-01-01T23:00:00Z,13415.0,13500.0,13355.01,13455.24,2018-01-01T23:00:00Z,193.8386950000001
2018-01-01T23:30:00Z,13380.0,13500.0,13365.0,13426.33,2018-01-01T23:30:00Z,151.37979999999996
2018-01-02T00:00:00Z,13700.04,13700.04,13382.16,13382.16,2018-01-02T00:00:00Z,173.77314099999998
2018-01-02T00:30:00Z,13750.01,13850.0,13672.89,13700.0,2018-01-02T00:30:00Z,292.82297299999993
2018-01-02T01:00:00Z,13686.0,13800.0,13659.45,13769.98,2018-01-02T01:00:00Z,249.62595399999998
2018-01-02T01:30:00Z,13600.0,13702.59,13590.0,13686.0,2018-01-02T01:30:00Z,267.835971
2018-01-02T02:00:00Z,13437.17,13678.33,13407.98,13611.93,2018-01-02T02:00:00Z,443.4103140000001
2018-01-02T02:30:00Z,13522.0,13583.0,13398.0,13437.11,2018-01-02T02:30:00Z,271.124467
2018-01-02T03:00:00Z,13400.0,13539.98,13231.96,13520.32,2018-01-02T03:00:00Z,384.966284
2018-01-02T03:30:00Z,13353.78,13449.76,13306.0,13400.0,2018-01-02T03:30:00Z,281.97382200000004
2018-01-02T04:00:00Z,13047.0,13480.84,13012.0,13353.78,2018-01-02T04:00:00Z,456.082487
2018-01-02T04:30:00Z,13127.31,13200.0,12890.02,13047.0,2018-01-02T04:30:00Z,536.3364399999999
2018-01-02T05:00:00Z,13176.2,13244.99,13100.02,13129.03,2018-01-02T05:00:00Z,341.00479499999994
2018-01-02T05:30:00Z,13166.95,13214.02,13090.7,13176.19,2018-01-02T05:30:00Z,258.997916
2018-01-02T06:00:00Z,13220.07,13240.0,13041.5,13166.95,2018-01-02T06:00:00Z,275.586184
2018-01-02T06:30:00Z,13255.98,13338.66,13150.1,13204.0,2018-01-02T06:30:00Z,446.7238510000001
2018-01-02T07:00:00Z,13235.0,13276.2,13150.0,13256.07,2018-01-02T07:00:00Z,348.07071200000007
2018-01-02T07:30:00Z,13343.0,13359.98,13235.0,13235.0,2018-01-02T07:30:00Z,317.513668
2018-01-02T08:00:00Z,13350.0,13440.0,13316.68,13343.01,2018-01-02T08:00:00Z,354.5900300000001
2018-01-02T08:30:00Z,13326.09,13379.97,13302.59,13350.01,2018-01-02T08:30:00Z,391.053633
2018-01-02T09:00:00Z,13451.06,13518.68,13326.1,13342.97,2018-01-02T09:00:00Z,318.325678
2018-01-02T09:30:00Z,13452.0,13523.46,13366.8,13451.95,2018-01-02T09:30:00Z,193.217092
2018-01-02T10:00:00Z,13520.01,13554.0,13401.6,13460.0,2018-01-02T10:00:00Z,344.898261
2018-01-02T10:30:00Z,13560.0,13617.28,13475.42,13520.01,2018-01-02T10:30:00Z,309.55633
2018-01-02T11:00:00Z,13503.8,13573.0,13475.26,13566.5,2018-01-02T11:00:00Z,371.0842410000001
2018-01-02T11:30:00Z,13490.0,13510.0,13401.05,13506.9,2018-01-02T11:30:00Z,313.457409
2018-01-02T12:00:00Z,13566.28,13590.0,13480.01,13490.0,2018-01-02T12:00:00Z,280.291751
2018-01-02T12:30:00Z,13489.04,13588.98,13450.46,13576.99,2018-01-02T12:30:00Z,390.914192
2018-01-02T13:00:00Z,13680.0,13757.22,13470.41,13489.04,2018-01-02T13:00:00Z,577.351536
2018-01-02T13:30:00Z,13864.98,13875.0,13630.0,13680.0,2018-01-02T13:30:00Z,459.484794
2018-01-02T14:00:00Z,13760.0,13894.86,13649.92,13864.95,2018-01-02T14:00:00Z,375.02144799999996
2018-01-02T14:30:00Z,13664.4,13790.0,13630.0,13760.0,2018-01-02T14:30:00Z,330.159279
2018-01-02T15:00:00Z,13589.0,13739.89,13538.74,13661.21,2018-01-02T15:00:00Z,452.671412
2018-01-02T15:30:00Z,13690.03,13738.0,13510.0,13591.01,2018-01-02T15:30:00Z,499.985096
2018-01-02T16:00:00Z,13807.99,13842.88,13684.02,13690.02,2018-01-02T16:00:00Z,520.1901069999999
2018-01-02T16:30:00Z,13590.02,13824.18,13584.99,13807.99,2018-01-02T16:30:00Z,500.66664899999995
2018-01-02T17:00:00Z,13768.02,13793.0,13584.0,13599.99,2018-01-02T17:00:00Z,490.28112799999997
2018-01-02T17:30:00Z,13780.0,13799.65,13503.0,13785.17,2018-01-02T17:30:00Z,327.219977
2018-01-02T18:00:00Z,14370.0,14388.88,13755.43,13789.98,2018-01-02T18:00:00Z,681.2873450000001
2018-01-02T18:30:00Z,14580.0,14750.0,14270.43,14370.02,2018-01-02T18:30:00Z,892.316205
2018-01-02T19:00:00Z,15100.0,15473.49,14480.0,14576.87,2018-01-02T19:00:00Z,779.8022260000001
2018-01-02T19:30:00Z,14732.75,15187.94,14649.5,15100.0,2018-01-02T19:30:00Z,898.5098459999998
2018-01-02T20:00:00Z,15113.09,15160.31,14710.0,14710.02,2018-01-02T20:00:00Z,618.5146790000001
2018-01-02T20:30:00Z,14751.0,15113.09,14723.02,15113.09,2018-01-02T20:30:00Z,532.013813
2018-01-02T21:00:00Z,14600.0,14944.99,14551.03,14751.0,2018-01-02T21:00:00Z,425.183297
2018-01-02T21:30:00Z,14692.4,14755.0,14544.0,14600.01,2018-01-02T21:30:00Z,481.66052400000007
2018-01-02T22:00:00Z,14924.93,15025.0,14685.01,14700.0,2018-01-02T22:00:00Z,415.30113599999993
2018-01-02T22:30:00Z,14799.96,14925.0,14730.01,14902.57,2018-01-02T22:30:00Z,442.88413699999995
2018-01-02T23:00:00Z,14717.02,14866.51,14600.0,14799.97,2018-01-02T23:00:00Z,391.4220610000001
2018-01-02T23:30:00Z,14675.11,14887.08,14617.19,14717.02,2018-01-02T23:30:00Z,372.92782
2018-01-03T00:00:00Z,14835.99,14926.22,14660.0,14690.0,2018-01-03T00:00:00Z,307.099034
2018-01-03T00:30:00Z,14774.53,14899.98,14670.0,14834.58,2018-01-03T00:30:00Z,354.36958200000004
2018-01-03T01:00:00Z,14709.54,14853.53,14689.99,14758.01,2018-01-03T01:00:00Z,446.318251
2018-01-03T01:30:00Z,14820.0,14849.0,14660.0,14700.0,2018-01-03T01:30:00Z,341.9992630000001
2018-01-03T02:00:00Z,14837.17,14863.95,14744.99,14847.97,2018-01-03T02:00:00Z,301.36534
2018-01-03T02:30:00Z,15008.07,15119.9,14772.04,14861.99,2018-01-03T02:30:00Z,521.493512
2018-01-03T03:00:00Z,15093.71,15299.99,14977.01,15008.07,2018-01-03T03:00:00Z,484.119083
2018-01-03T03:30:00Z,14818.49,15099.99,14750.0,15091.02,2018-01-03T03:30:00Z,547.069525
2018-01-03T04:00:00Z,14960.0,15020.0,14795.05,14805.81,2018-01-03T04:00:00Z,279.17679499999997
2018-01-03T04:30:00Z,15019.66,15117.56,14921.0,14950.06,2018-01-03T04:30:00Z,501.844547
2018-01-03T05:00:00Z,15063.0,15095.0,14900.0,15031.01,2018-01-03T05:00:00Z,467.7753239999999
2018-01-03T05:30:00Z,14988.0,15114.98,14980.88,15063.0,2018-01-03T05:30:00Z,392.60785300000003
2018-01-03T06:00:00Z,14884.28,15042.68,14858.01,14980.89,2018-01-03T06:00:00Z,444.94659499999995
2018-01-03T06:30:00Z,15242.63,15276.13,14880.93,14889.15,2018-01-03T06:30:00Z,463.74110100000007
2018-01-03T07:00:00Z,15185.02,15307.56,15165.0,15242.64,2018-01-03T07:00:00Z,342.328094
2018-01-03T07:30:00Z,15170.0,15265.0,15130.24,15185.01,2018-01-03T07:30:00Z,319.2817580000001
2018-01-03T08:00:00Z,14950.0,15172.99,14900.0,15170.0,2018-01-03T08:00:00Z,499.28906300000006
2018-01-03T08:30:00Z,15002.59,15113.49,14950.0,14968.02,2018-01-03T08:30:00Z,396.6456950000001
2018-01-03T09:00:00Z,14695.02,15048.0,14620.0,15002.59,2018-01-03T09:00:00Z,681.7131810000001
2018-01-03T09:30:00Z,14519.99,14836.69,14440.0,14720.0,2018-01-03T09:30:00Z,560.1915950000001
2018-01-03T10:00:00Z,14426.06,14855.0,14150.0,14501.05,2018-01-03T10:00:00Z,814.4256419999999
2018-01-03T10:30:00Z,14455.55,14480.84,14299.98,14430.0,2018-01-03T10:30:00Z,456.60837599999996
2018-01-03T11:00:00Z,14548.94,14638.0,14200.0,14455.55,2018-01-03T11:00:00Z,365.50909300000006
2018-01-03T11:30:00Z,14730.05,14771.84,14537.15,14537.15,2018-01-03T11:30:00Z,428.42029699999995
2018-01-03T12:00:00Z,14680.0,14799.0,14651.0,14764.73,2018-01-03T12:00:00Z,343.67990699999996
2018-01-03T12:30:00Z,14450.0,14717.23,14400.04,14691.88,2018-01-03T12:30:00Z,270.855048
2018-01-03T13:00:00Z,14678.98,14693.52,14401.07,14469.0,2018-01-03T13:00:00Z,171.944049
2018-01-03T13:30:00Z,14855.02,14890.0,14650.95,14678.98,2018-01-03T13:30:00Z,208.64888299999998
2018-01-03T14:00:00Z,14957.02,15045.51,14818.0,14859.98,2018-01-03T14:00:00Z,302.364289
2018-01-03T14:30:00Z,14790.11,14983.82,14758.0,14958.89,2018-01-03T14:30:00Z,279.32626799999997
2018-01-03T15:00:00Z,14921.76,14965.0,14790.13,14812.97,2018-01-03T15:00:00Z,292.472232
2018-01-03T15:30:00Z,15033.77,15033.77,14818.49,14921.76,2018-01-03T15:30:00Z,213.44344900000002
2018-01-03T16:00:00Z,15068.48,15130.0,15000.59,15045.0,2018-01-03T16:00:00Z,246.56767200000004
2018-01-03T16:30:00Z,15010.06,15079.0,14901.93,15068.48,2018-01-03T16:30:00Z,231.29928700000002
2018-01-03T17:00:00Z,14997.97,15057.2,14940.0,15011.0,2018-01-03T17:00:00Z,210.55213100000003
2018-01-03T17:30:00Z,14800.0,14999.0,14779.83,14975.29,2018-01-03T17:30:00Z,178.52796199999997
2018-01-03T18:00:00Z,14793.46,14899.86,14720.01,14800.0,2018-01-03T18:00:00Z,222.348581
2018-01-03T18:30:00Z,14749.97,14830.0,14697.99,14768.55,2018-01-03T18:30:00Z,208.650705
2018-01-03T19:00:00Z,14809.98,14828.0,14671.0,14710.0,2018-01-03T19:00:00Z,210.080473
2018-01-03T19:30:00Z,14700.01,14846.13,14700.01,14810.0,2018-01-03T19:30:00Z,151.670542
2018-01-03T20:00:00Z,14716.32,14818.0,14683.0,14700.01,2018-01-03T20:00:00Z,159.52500900000007
2018-01-03T20:30:00Z,14926.01,14950.0,14720.0,14731.0,2018-01-03T20:30:00Z,184.152872
2018-01-03T21:00:00Z,14867.29,14949.9,14831.53,14939.11,2018-01-03T21:00:00Z,86.07031200000003
2018-01-03T21:30:00Z,14926.96,14990.0,14830.0,14867.29,2018-01-03T21:30:00Z,105.566004
2018-01-03T22:00:00Z,14900.0,14949.0,14853.49,14926.96,2018-01-03T22:00:00Z,95.79078699999998
2018-01-03T22:30:00Z,14799.91,14900.0,14799.64,14900.0,2018-01-03T22:30:00Z,164.86837800000004
2018-01-03T23:00:00Z,14771.02,14850.0,14710.0,14792.32,2018-01-03T23:00:00Z,273.45547
2018-01-03T23:30:00Z,14919.51,14940.82,14715.0,14771.02,2018-01-03T23:30:00Z,375.46873
2018-01-04T00:00:00Z,14796.98,14948.0,14750.0,14919.51,2018-01-04T00:00:00Z,514.7852449999999
2018-01-04T00:30:00Z,14753.76,14804.11,14710.25,14796.98,2018-01-04T00:30:00Z,306.06149500000004
2018-01-04T01:00:00Z,14731.0,14810.24,14649.99,14765.65,2018-01-04T01:00:00Z,638.3136199999999
2018-01-04T01:30:00Z,15172.12,15179.0,14725.23,14728.12,2018-01-04T01:30:00Z,543.313643
2018-01-04T02:00:00Z,15251.92,15280.0,15062.49,15175.0,2018-01-04T02:00:00Z,553.5310029999999
2018-01-04T02:30:00Z,15110.9,15265.99,15059.0,15230.02,2018-01-04T02:30:00Z,501.8954589999999
2018-01-04T03:00:00Z,15119.97,15119.98,15110.9,15110.9,2018-01-04T03:00:00Z,4.635181
2018-01-04T05:00:00Z,14752.02,15119.97,14730.0,15119.97,2018-01-04T05:00:00Z,489.20358600000003
2018-01-04T05:30:00Z,14875.1,14924.22,14730.01,14752.02,2018-01-04T05:30:00Z,399.64036500000003
2018-01-04T06:00:00Z,15050.0,15100.0,14850.01,14890.0,2018-01-04T06:00:00Z,449.96608999999995
2018-01-04T06:30:00Z,14899.01,15060.0,14891.04,15050.0,2018-01-04T06:30:00Z,417.65230199999996
2018-01-04T07:00:00Z,14762.93,14900.0,14685.0,14899.01,2018-01-04T07:00:00Z,515.769503
2018-01-04T07:30:00Z,14748.0,14800.0,14699.99,14759.62,2018-01-04T07:30:00Z,567.6685959999998
2018-01-04T08:00:00Z,14538.68,14800.0,14538.68,14734.07,2018-01-04T08:00:00Z,475.53182400000003
2018-01-04T08:30:00Z,14221.05,14550.0,14211.69,14550.0,2018-01-04T08:30:00Z,732.036218
2018-01-04T09:00:00Z,14399.99,14400.0,13918.04,14221.05,2018-01-04T09:00:00Z,721.8054149999999
2018-01-04T09:30:00Z,14299.01,14410.05,14233.0,14356.77,2018-01-04T09:30:00Z,399.682335
2018-01-04T10:00:00Z,14375.84,14450.0,14214.8,14299.01,2018-01-04T10:00:00Z,451.42335
2018-01-04T10:30:00Z,14429.0,14523.94,14300.0,14375.83,2018-01-04T10:30:00Z,585.6174129999999
2018-01-04T11:00:00Z,14400.01,14428.99,14280.0,14427.0,2018-01-04T11:00:00Z,539.824281
2018-01-04T11:30:00Z,14539.97,14571.78,14400.0,14400.0,2018-01-04T11:30:00Z,433.631215
2018-01-04T12:00:00Z,14434.34,14653.4,14434.33,14539.99,2018-01-04T12:00:00Z,457.30509
2018-01-04T12:30:00Z,14398.97,14488.45,14181.88,14434.35,2018-01-04T12:30:00Z,458.10350399999993
2018-01-04T13:00:00Z,14520.0,14549.99,14360.01,14398.97,2018-01-04T13:00:00Z,407.855316
2018-01-04T13:30:00Z,14518.95,14600.02,14498.9,14524.98,2018-01-04T13:30:00Z,464.96313999999995
2018-01-04T14:00:00Z,14451.86,14550.01,14404.99,14518.95,2018-01-04T14:00:00Z,365.3568180000001
2018-01-04T14:30:00Z,14513.06,14600.8,14420.0,14451.85,2018-01-04T14:30:00Z,597.442054
2018-01-04T15:00:00Z,14321.01,14534.58,14303.0,14501.05,2018-01-04T15:00:00Z,697.0077239999999
2018-01-04T15:30:00Z,14353.01,14469.97,14270.01,14321.01,2018-01-04T15:30:00Z,512.7975389999999
2018-01-04T16:00:00Z,14374.99,14399.99,14238.01,14367.99,2018-01-04T16:00:00Z,559.705215
2018-01-04T16:30:00Z,14469.97,14494.99,14300.0,14374.99,2018-01-04T16:30:00Z,570.025407
2018-01-04T17:00:00Z,14582.0,14582.0,14400.97,14469.97,2018-01-04T17:00:00Z,509.08670200000006
2018-01-04T17:30:00Z,14648.89,14648.89,14532.05,14580.99,2018-01-04T17:30:00Z,356.541572
2018-01-04T18:00:00Z,14744.99,14864.0,14630.0,14648.0,2018-01-04T18:00:00Z,428.41050999999993
2018-01-04T18:30:00Z,14811.0,14849.63,14704.0,14744.99,2018-01-04T18:30:00Z,350.6392540000001
2018-01-04T19:00:00Z,14775.04,14830.0,14720.05,14805.01,2018-01-04T19:00:00Z,420.2602089999999
2018-01-04T19:30:00Z,14895.19,14988.0,14740.01,14775.04,2018-01-04T19:30:00Z,441.94725700000004
2018-01-04T20:00:00Z,15004.99,15005.0,14867.78,14905.0,2018-01-04T20:00:00Z,511.81675300000006
2018-01-04T20:30:00Z,14799.02,15011.0,14722.65,15000.99,2018-01-04T20:30:00Z,616.1455329999998
2018-01-04T21:00:00Z,14898.0,14900.0,14733.03,14799.01,2018-01-04T21:00:00Z,370.909456
2018-01-04T21:30:00Z,14797.88,14944.97,14785.01,14900.0,2018-01-04T21:30:00Z,336.3143179999999
2018-01-04T22:00:00Z,14760.0,14890.0,14601.0,14797.89,2018-01-04T22:00:00Z,413.87157799999994
2018-01-04T22:30:00Z,14939.39,14979.0,14755.7,14764.03,2018-01-04T22:30:00Z,348.422124
2018-01-04T23:00:00Z,14923.19,14939.36,14774.25,14895.95,2018-01-04T23:00:00Z,484.02485400000006
2018-01-04T23:30:00Z,15059.54,15100.08,14890.02,14925.14,2018-01-04T23:30:00Z,408.7095080000001
2018-01-05T00:00:00Z,14884.99,15096.99,14802.0,15059.56,2018-01-05T00:00:00Z,360.96246499999995
2018-01-05T00:30:00Z,14906.01,14960.0,14833.42,14850.04,2018-01-05T00:30:00Z,340.32058300000006
2018-01-05T01:00:00Z,14973.0,15029.71,14847.35,14908.01,2018-01-05T01:00:00Z,418.105753
2018-01-05T01:30:00Z,15040.0,15100.0,14973.0,14973.01,2018-01-05T01:30:00Z,504.61722
2018-01-05T02:00:00Z,15185.98,15200.0,15038.04,15038.04,2018-01-05T02:00:00Z,490.9346270000001
2018-01-05T02:30:00Z,15098.11,15187.86,15098.11,15130.02,2018-01-05T02:30:00Z,494.91608499999995
2018-01-05T03:00:00Z,14957.97,15180.0,14884.04,15098.12,2018-01-05T03:00:00Z,566.8680049999999
2018-01-05T03:30:00Z,14965.37,14998.99,14642.0,14957.98,2018-01-05T03:30:00Z,448.24995199999995
2018-01-05T04:00:00Z,14769.99,15083.63,14600.0,14970.0,2018-01-05T04:00:00Z,531.8641419999999
2018-01-05T04:30:00Z,14820.05,14880.0,14698.01,14722.97,2018-01-05T04:30:00Z,415.452633
2018-01-05T05:00:00Z,14848.98,14886.55,14756.0,14820.05,2018-01-05T05:00:00Z,416.50267600000006
2018-01-05T05:30:00Z,15000.0,15038.75,14828.03,14848.97,2018-01-05T05:30:00Z,446.86015800000007
2018-01-05T06:00:00Z,14998.99,15020.0,14954.09,14999.0,2018-01-05T06:00:00Z,398.401362
2018-01-05T06:30:00Z,14952.34,15000.0,14700.0,14983.0,2018-01-05T06:30:00Z,381.29730199999995
2018-01-05T07:00:00Z,14908.0,14979.78,14822.32,14952.34,2018-01-05T07:00:00Z,367.45297300000004
2018-01-05T07:30:00Z,14920.14,14940.0,14850.0,14908.0,2018-01-05T07:30:00Z,476.667533
2018-01-05T08:00:00Z,15139.99,15180.9,14880.0,14916.95,2018-01-05T08:00:00Z,458.76038700000004
2018-01-05T08:30:00Z,15424.81,15450.0,15050.13,15140.0,2018-01-05T08:30:00Z,490.586762
2018-01-05T09:00:00Z,15851.0,16111.0,15429.6,15429.6,2018-01-05T09:00:00Z,939.6053019999999
2018-01-05T09:30:00Z,15880.39,16084.24,15850.0,15850.14,2018-01-05T09:30:00Z,457.4108169999999
2018-01-05T10:00:00Z,15900.99,15967.14,15826.37,15873.5,2018-01-05T10:00:00Z,283.24729799999994
2018-01-05T10:30:00Z,16138.23,16350.0,15851.98,15898.98,2018-01-05T10:30:00Z,520.884777
2018-01-05T11:00:00Z,15956.18,16185.65,15869.07,16105.06,2018-01-05T11:00:00Z,681.5349640000002
2018-01-05T11:30:00Z,16090.69,16178.0,15955.04,15956.18,2018-01-05T11:30:00Z,403.29445500000014
2018-01-05T12:00:00Z,15889.99,16140.09,15856.16,16090.7,2018-01-05T12:00:00Z,433.54997399999996
2018-01-05T12:30:00Z,15838.0,15928.89,15762.9,15889.99,2018-01-05T12:30:00Z,571.872219
2018-01-05T13:00:00Z,16020.68,16029.49,15750.0,15838.0,2018-01-05T13:00:00Z,561.9758569999999
2018-01-05T13:30:00Z,16093.94,16199.0,15950.02,16010.12,2018-01-05T13:30:00Z,434.344495
2018-01-05T14:00:00Z,16145.89,16169.99,15901.01,16071.62,2018-01-05T14:00:00Z,463.946958
2018-01-05T14:30:00Z,16103.18,16267.04,16020.0,16145.89,2018-01-05T14:30:00Z,527.7922120000002
2018-01-05T15:00:00Z,16101.67,16129.24,15980.63,16103.18,2018-01-05T15:00:00Z,447.2156170000001
2018-01-05T15:30:00Z,16087.72,16170.0,16048.67,16130.0,2018-01-05T15:30:00Z,340.10370300000005
2018-01-05T16:00:00Z,16494.68,16500.0,16087.73,16094.99,2018-01-05T16:00:00Z,560.6590740000001
2018-01-05T16:30:00Z,16449.0,16498.51,16367.99,16489.99,2018-01-05T16:30:00Z,446.95644300000004
2018-01-05T17:00:00Z,16650.01,16695.0,16420.0,16449.0,2018-01-05T17:00:00Z,385.955831
2018-01-05T17:30:00Z,16650.0,17118.13,16540.0,16650.01,2018-01-05T17:30:00Z,551.6222910000001
2018-01-05T18:00:00Z,16871.03,16923.44,16640.0,16650.0,2018-01-05T18:00:00Z,506.65495299999986
2018-01-05T18:30:00Z,16579.0,16988.0,16475.78,16897.0,2018-01-05T18:30:00Z,503.7878850000001
2018-01-05T19:00:00Z,16553.51,16624.65,16310.0,16579.0,2018-01-05T19:00:00Z,650.376114
2018-01-05T19:30:00Z,16593.01,16673.0,16461.4,16553.51,2018-01-05T19:30:00Z,605.1022370000001
